,q1AgeBeginCoding,q2Age,q3Gender,q4Education,q5DegreeFocus,q6LearnCodeUni,q6LearnCodeSelfTaught,q6LearnCodeAccelTrain,q8JobLevel,q9CurrentRole,q10Industry,q12JobCritPrefTechStack,q12JobCritCompMission,q12JobCritCompCulture,q12JobCritWorkLifeBal,q12JobCritCompensation,q12JobCritProximity,q12JobCritPerks,q12JobCritSmartPeopleTeam,q12JobCritImpactwithProduct,q12JobCritInterestProblems,q12JobCritFundingandValuation,q12JobCritStability,q12JobCritProfGrowth
14297,3,3,0,5,1,0,1,0,4,6,14,1,0,1,1,0,0,0,0,0,0,0,0,0
14303,3,3,0,7,1,0,1,0,2,9,14,0,0,0,1,0,0,0,1,0,0,0,0,1
14304,4,4,0,5,1,0,1,0,5,4,14,1,0,0,0,1,0,0,0,0,0,0,0,1
14310,3,3,1,5,1,1,1,0,4,9,14,0,0,1,1,0,0,0,0,0,0,0,0,1
14311,4,4,0,5,1,1,0,0,4,4,14,0,0,1,0,0,0,0,0,0,1,0,0,1
14316,3,3,0,5,1,0,1,0,2,9,13,0,0,1,1,0,0,0,0,0,0,0,0,1
14317,3,3,0,5,2,1,1,0,4,2,14,0,0,0,0,0,0,0,1,1,0,0,0,1
14322,3,3,0,5,1,1,1,0,4,4,12,0,0,0,0,0,0,0,0,0,1,0,0,1
14323,2,4,0,5,1,1,0,0,5,13,14,1,1,1,1,1,1,1,1,1,1,1,0,1
14324,1,4,0,7,1,1,1,1,4,4,14,0,1,1,0,1,0,0,1,1,1,0,0,1
14325,3,4,0,7,1,1,0,0,5,2,14,0,0,0,1,1,0,0,0,0,0,0,0,1
14330,4,4,0,5,1,1,0,0,5,4,14,0,0,1,1,0,0,0,0,0,0,0,0,0
14332,3,3,0,5,1,1,1,0,4,9,5,1,0,0,0,1,0,0,0,0,1,0,0,0
14338,3,3,0,5,1,1,0,0,5,3,12,1,0,1,0,0,0,1,1,0,1,0,0,1
14339,2,3,0,5,1,1,1,0,4,9,14,0,0,1,0,0,0,0,1,1,1,0,0,1
14341,3,3,0,5,1,1,0,0,5,2,9,1,0,1,1,0,0,0,1,0,0,0,1,0
14343,3,3,0,5,1,1,0,0,4,9,14,0,0,0,1,0,0,0,1,0,1,0,0,0
14344,3,4,1,5,1,1,0,0,5,7,15,0,0,1,1,1,0,1,0,0,1,0,0,1
14348,3,4,0,5,1,1,1,0,4,3,2,1,1,1,1,1,1,1,1,1,1,0,0,1
14352,4,4,0,5,1,0,1,1,5,4,14,1,0,0,0,0,0,0,1,0,0,0,0,1
14354,3,4,1,5,1,1,0,0,4,9,14,0,0,0,1,1,0,0,0,0,1,0,0,1
14355,3,3,0,6,1,1,1,0,4,9,12,0,0,1,1,0,0,0,0,0,1,0,0,0
14360,2,4,0,5,1,1,1,0,5,9,14,0,1,1,1,1,1,1,1,1,1,0,1,1
14362,3,4,1,5,1,1,1,0,4,3,14,0,0,0,1,1,0,0,0,0,1,0,0,1
14366,4,4,0,5,1,0,1,0,4,4,12,0,0,0,0,0,1,0,0,0,1,0,0,1
14367,3,4,0,5,1,1,1,0,5,9,14,0,0,0,1,0,0,0,1,0,1,0,0,1
14368,3,4,0,5,2,1,1,0,4,1,14,1,0,0,1,0,0,1,1,1,1,0,0,1
14369,4,4,0,5,1,1,0,0,5,2,14,0,0,1,0,0,0,0,1,0,0,0,0,1
14370,3,3,1,5,2,1,1,0,4,9,14,0,0,0,1,1,0,0,0,0,0,0,0,1
14373,4,3,0,5,1,0,1,0,5,9,7,1,0,0,1,0,0,0,0,0,0,0,0,1
14376,3,4,0,5,1,1,1,0,10,4,14,1,0,1,0,1,0,0,1,1,1,0,0,0
14377,3,3,1,5,1,1,0,0,2,3,14,0,1,0,0,0,0,0,1,1,1,0,1,1
14381,3,3,1,3,1,1,0,0,4,9,5,0,0,0,0,1,0,0,0,0,1,0,0,1
14387,4,4,0,5,2,0,1,0,5,4,7,1,0,1,0,1,1,1,0,0,0,0,1,1
14388,3,3,0,5,1,0,1,0,4,4,14,0,1,1,1,1,1,1,1,0,1,0,0,1
14392,3,3,0,5,1,0,1,0,2,19,14,1,1,1,1,0,0,0,1,0,1,0,0,1
14394,3,3,0,5,1,1,1,0,4,4,15,1,0,0,0,1,0,0,0,0,0,0,0,1
14399,3,4,1,5,2,1,0,0,5,4,14,1,0,0,1,1,0,0,0,0,0,0,0,0
14401,2,4,0,5,1,1,1,0,5,9,14,1,0,1,1,1,0,1,1,0,1,0,0,1
14402,3,3,0,5,2,0,1,0,4,4,14,0,0,0,0,1,0,0,1,0,0,0,0,1
14403,3,4,0,7,2,1,0,0,5,14,2,0,0,0,0,0,0,0,1,0,1,0,0,1
14404,4,4,1,5,1,1,1,0,5,4,5,0,0,1,0,1,0,0,0,0,1,0,0,0
14407,3,3,0,7,1,1,1,0,5,9,14,0,1,0,1,0,0,0,0,0,1,0,0,1
14410,3,3,0,5,1,1,0,0,4,7,14,0,0,1,0,1,0,0,1,0,0,0,0,0
14411,4,4,0,5,1,1,1,0,4,9,16,1,0,1,1,1,0,0,1,0,1,0,0,1
14418,3,3,1,5,1,1,0,0,4,10,14,0,0,0,1,0,0,0,0,0,1,0,0,1
14420,3,4,0,5,1,1,1,0,4,3,14,1,0,1,0,0,0,0,1,0,0,0,0,0
14423,3,3,0,5,1,1,1,0,4,4,5,0,0,1,1,0,0,0,1,0,1,0,0,1
14434,4,3,0,7,1,0,1,0,4,7,8,0,1,1,1,0,0,0,0,0,1,0,0,1
14440,3,3,0,5,1,0,1,0,4,4,14,1,0,0,1,0,0,0,0,0,0,0,0,1
14446,4,4,0,5,1,1,1,0,4,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1
14448,4,4,0,5,1,1,1,0,4,9,14,0,0,0,0,0,0,0,1,0,1,0,0,1
14451,3,3,0,5,1,0,1,0,4,3,14,0,1,0,0,0,0,0,0,1,0,0,0,1
14452,4,4,1,5,2,0,1,0,4,9,14,0,0,0,1,0,0,0,0,0,1,0,0,1
14456,3,3,1,5,1,0,1,0,2,13,14,0,0,0,1,0,0,0,0,0,1,0,0,1
14458,3,3,1,5,1,1,1,0,2,9,4,1,0,1,1,0,0,0,0,0,0,0,0,1
14470,3,3,1,5,1,1,1,0,7,11,14,0,0,0,1,1,0,0,0,0,1,0,0,1
14473,8,5,0,7,2,0,1,0,8,13,7,0,1,0,0,0,0,0,0,0,0,0,0,0
14486,4,4,0,6,1,0,1,0,5,4,15,1,0,0,0,0,0,0,1,0,0,0,0,1
14487,3,4,0,5,1,1,0,0,4,9,3,0,0,0,1,1,0,0,0,0,0,0,0,1
14488,3,3,0,5,1,1,1,0,2,13,7,1,1,1,1,1,1,1,1,1,1,1,1,1
14489,3,3,0,5,1,0,1,0,4,4,12,1,0,0,0,1,0,0,1,0,0,0,0,0
14490,4,5,0,6,1,0,1,0,5,9,4,0,0,1,1,1,0,0,0,0,1,0,1,1
14491,3,4,0,5,1,1,1,0,5,4,14,0,0,0,0,1,0,0,1,1,0,0,0,0
14493,4,4,1,5,1,0,1,1,5,2,14,0,0,1,1,0,0,0,0,0,0,0,0,1
14503,2,2,0,7,1,0,1,0,10,1,4,0,1,0,1,0,0,0,1,0,0,0,0,0
14507,3,3,0,5,1,1,1,0,4,9,0,1,0,1,1,0,0,0,0,0,1,0,0,1
14508,4,4,0,7,1,1,1,0,4,9,14,0,0,1,1,1,0,0,1,0,1,0,1,0
14510,3,4,0,5,1,1,0,0,5,4,5,0,0,1,0,1,0,0,0,0,0,0,0,1
14511,5,4,0,7,1,1,0,0,6,14,14,0,0,1,1,0,1,0,0,0,0,0,0,0
14513,3,3,0,7,1,0,1,0,4,9,14,0,0,0,0,0,0,0,0,0,0,0,0,1
14514,3,4,0,7,1,1,0,0,5,14,14,0,0,1,0,1,0,0,0,0,1,0,0,0
14519,3,3,0,7,1,0,1,0,5,4,10,0,0,1,0,0,1,0,0,0,0,0,0,1
14520,3,3,0,5,1,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14524,3,3,0,5,2,1,0,0,2,9,14,0,1,1,0,0,0,0,1,0,1,0,0,0
14527,3,3,0,5,2,1,1,0,4,9,14,0,0,0,1,0,0,0,0,0,1,0,0,1
14533,3,3,0,5,1,1,1,0,4,3,0,0,0,0,1,0,0,0,1,0,0,0,0,1
14536,3,5,0,6,2,1,1,0,6,3,5,0,0,1,0,1,0,1,1,0,1,0,1,0
14537,4,4,0,5,1,1,0,0,6,10,2,0,0,0,1,0,0,0,0,0,1,0,0,1
14542,3,3,0,7,1,1,1,1,4,4,12,0,0,1,1,0,0,0,1,0,0,0,0,1
14544,4,4,0,7,2,1,1,1,6,11,5,0,1,0,0,0,0,0,0,0,1,0,0,1
14547,3,4,0,5,1,1,0,0,5,9,14,0,0,1,1,0,0,0,1,0,0,0,0,0
14549,2,3,0,5,1,1,1,0,2,9,14,0,0,0,0,0,0,0,1,0,1,0,0,1
14551,3,3,0,5,1,1,1,0,2,1,14,0,0,0,1,0,0,0,1,0,0,0,0,1
14557,3,3,0,5,1,1,1,0,2,1,3,1,0,0,0,0,0,0,1,0,1,0,0,1
14558,3,4,0,7,1,0,1,0,5,9,10,0,0,0,1,0,0,0,1,0,1,0,0,0
14562,3,3,0,2,1,1,1,0,2,3,14,0,0,1,1,0,0,0,1,0,0,0,0,0
14563,4,4,0,5,1,1,0,0,5,8,4,0,1,0,0,0,0,0,0,1,1,0,0,0
14564,2,3,1,5,1,1,0,0,4,4,14,0,1,0,0,0,0,1,0,0,0,0,0,1
14571,3,3,0,5,1,0,1,0,2,10,14,0,1,1,1,0,0,0,0,0,0,0,0,1
14576,4,4,0,5,2,0,1,0,4,9,2,1,0,0,0,0,0,0,1,0,0,0,0,1
14580,3,3,0,5,1,1,1,1,2,1,14,0,0,0,1,0,0,0,1,0,1,0,0,0
14581,4,4,0,7,2,1,0,0,5,9,14,0,0,0,1,1,0,0,0,0,0,0,0,1
14583,3,4,0,7,1,1,1,0,4,9,14,0,0,0,1,1,0,0,1,0,1,0,0,1
14584,4,3,0,5,1,1,0,0,5,4,2,0,0,0,1,0,0,0,0,0,1,0,0,1
14585,3,3,0,5,2,0,1,0,2,9,14,0,0,0,1,0,0,0,0,0,1,0,1,1
14588,4,5,0,7,1,1,0,0,7,4,12,1,0,1,1,0,0,0,0,0,0,0,0,0
14589,4,3,0,6,1,1,1,0,4,3,13,0,0,1,0,1,0,0,0,1,0,0,0,1
14590,4,4,0,5,1,0,1,0,5,7,14,0,0,0,1,0,0,1,1,0,0,0,0,0
14596,4,3,1,5,2,1,1,0,5,13,10,0,0,0,0,0,0,0,0,1,1,0,0,1
14597,3,3,0,5,2,0,1,0,4,1,2,0,1,1,1,1,0,1,1,1,1,1,1,1
14599,3,3,1,5,1,1,1,0,4,9,14,0,1,0,1,0,0,0,0,0,0,0,0,1
14605,3,4,0,5,1,1,1,0,4,2,9,1,1,1,0,1,0,0,0,1,1,0,0,1
14606,3,3,0,7,1,0,1,0,4,9,14,1,0,0,0,0,0,0,0,0,1,0,0,1
14608,3,3,0,5,2,0,1,0,4,9,5,0,0,0,1,0,0,0,0,0,1,0,0,1
14611,4,4,0,5,2,1,1,1,5,4,5,1,0,0,1,1,0,0,0,0,0,0,0,1
14613,3,3,1,5,1,0,0,0,4,10,3,0,0,0,1,1,1,0,1,1,0,0,0,1
14618,3,3,0,7,1,1,1,1,4,11,14,0,0,1,1,0,0,0,0,0,0,0,0,1
14619,3,3,0,5,1,0,0,1,4,19,14,0,0,0,1,0,0,0,0,0,0,0,0,0
14620,3,4,0,5,1,1,1,1,4,9,14,0,0,1,1,1,0,0,0,0,1,0,0,0
14627,4,3,0,5,2,0,1,0,4,9,14,0,0,0,0,1,0,0,1,0,0,0,0,1
14631,3,3,0,5,1,0,1,0,5,3,14,0,0,1,1,0,0,0,0,0,1,0,0,0
14633,3,3,0,5,1,1,1,0,4,3,14,1,0,0,1,0,0,0,0,0,1,0,0,0
14635,3,3,0,7,2,0,1,0,10,5,14,0,0,0,1,0,0,0,0,0,1,0,0,1
14636,3,4,0,5,2,1,1,0,6,4,8,1,0,0,0,1,0,0,1,0,0,0,0,0
14637,3,2,0,2,1,0,1,0,4,9,14,0,0,0,0,0,0,0,1,0,1,0,0,1
14646,4,3,0,5,1,0,1,0,4,1,5,1,1,1,1,0,0,1,0,0,0,1,0,1
14647,3,3,0,7,1,1,0,0,4,17,14,0,0,0,1,0,0,0,1,0,1,0,0,1
14648,3,4,1,5,1,1,1,0,5,3,2,1,0,0,1,0,0,0,0,0,0,0,0,1
14652,2,4,0,5,1,1,0,0,6,3,14,0,0,0,1,1,0,0,0,0,0,0,0,1
14656,3,3,0,5,2,0,1,0,4,3,20,0,0,1,0,0,0,0,1,0,0,0,0,1
14661,3,4,0,5,1,1,1,0,5,9,5,0,0,0,1,1,1,0,0,0,0,0,0,0
14663,4,4,0,5,1,1,0,0,4,7,14,0,0,0,0,0,0,0,0,0,1,0,0,1
14664,4,4,0,5,1,1,1,0,4,10,12,0,1,1,1,1,0,1,1,0,1,0,0,1
14665,2,5,0,5,1,0,0,1,7,11,14,0,0,0,0,1,0,0,1,0,1,0,0,0
14667,4,3,0,5,1,0,1,0,4,9,5,0,0,0,0,1,0,0,1,1,0,0,0,0
14669,2,4,1,6,1,1,1,0,7,11,14,0,0,0,0,1,0,0,1,0,1,0,0,0
14671,4,4,0,5,2,1,1,1,5,2,14,1,1,1,1,1,0,0,1,0,0,0,0,1
14672,4,4,0,5,1,1,1,0,5,9,14,0,0,1,0,0,0,0,0,0,1,0,0,1
14675,3,3,0,5,1,1,0,0,4,3,8,0,0,1,0,1,0,0,1,0,1,0,0,0
14677,2,4,0,5,1,0,1,0,6,9,14,1,0,1,1,1,0,0,1,1,1,0,0,1
14678,3,3,0,5,1,1,0,0,4,4,14,0,0,0,0,1,1,0,0,0,0,0,0,1
14679,4,4,0,7,1,1,1,0,4,9,8,0,0,0,1,1,0,0,0,0,0,0,0,1
14682,2,4,1,5,2,1,0,0,5,9,14,0,0,0,1,1,0,0,0,0,0,0,0,1
14683,4,4,0,5,1,0,1,0,5,9,12,0,0,0,1,1,0,0,0,0,0,0,0,1
14684,3,3,0,5,1,1,1,0,4,9,2,0,0,1,0,1,0,0,0,0,0,0,0,1
14686,3,3,0,2,1,0,1,1,4,7,14,0,0,1,1,0,0,0,1,0,1,0,0,1
14688,3,3,0,5,2,1,1,0,4,9,14,1,1,1,0,1,0,0,1,0,1,0,0,1
14691,4,4,0,7,1,1,0,0,5,9,14,0,0,0,1,0,1,0,0,0,0,0,0,1
14692,3,3,0,7,1,1,0,0,2,4,14,1,0,1,0,1,0,0,0,0,0,0,0,0
14698,3,4,0,5,1,0,1,1,6,4,5,1,0,1,0,0,0,0,1,0,0,0,0,0
14699,3,3,0,5,1,1,0,0,4,3,12,0,0,0,0,1,0,0,1,1,1,0,0,1
14700,4,3,0,7,1,1,0,0,4,9,14,0,1,0,0,0,0,0,1,0,1,0,0,1
14703,3,4,0,7,1,1,1,0,5,3,14,0,0,0,0,1,0,0,1,0,0,0,0,1
14711,3,3,0,5,1,1,0,0,2,9,10,0,0,1,0,0,0,0,0,0,1,0,0,1
14720,3,3,0,5,1,1,0,1,4,4,14,1,0,0,1,0,0,0,0,0,1,0,0,1
14722,3,3,0,7,1,0,1,0,2,1,14,0,0,0,0,0,0,0,0,0,1,0,1,1
14723,4,3,0,5,2,1,0,1,4,3,14,0,0,0,1,1,0,0,0,0,0,0,0,1
14724,2,4,0,5,1,1,0,0,10,11,14,0,0,0,1,1,0,0,0,0,1,0,0,0
14726,3,3,0,5,1,1,1,0,4,10,14,0,1,1,1,1,0,0,1,1,1,0,0,1
14734,3,4,0,5,1,1,1,0,5,9,3,0,0,0,1,1,0,0,0,0,0,0,0,1
14735,3,3,1,5,1,1,0,0,4,2,14,0,0,0,1,0,0,0,0,0,0,0,0,0
14737,4,5,0,5,2,0,1,0,7,11,14,0,0,0,0,1,1,0,0,0,0,0,0,1
14738,3,3,0,5,1,1,0,0,4,9,12,0,0,0,1,1,1,1,1,1,1,0,0,0
14739,2,4,0,7,2,1,1,0,5,4,14,0,0,0,1,1,0,0,0,0,1,0,0,0
14740,3,3,0,5,1,1,1,0,5,9,14,0,0,1,0,0,0,0,1,0,0,0,0,1
14741,4,3,1,7,1,0,0,0,2,19,1,0,0,0,1,0,0,0,1,0,0,0,0,1
14748,1,3,0,4,1,0,1,0,4,8,14,1,1,1,0,0,0,0,0,0,0,0,0,0
14750,3,4,0,5,1,0,1,0,5,4,14,0,0,1,1,0,0,0,0,0,1,0,0,0
14751,3,3,0,5,1,1,0,0,4,9,14,0,0,0,0,0,0,0,0,0,1,0,0,1
14756,3,3,0,5,1,1,1,0,5,9,14,0,0,0,0,0,0,0,1,0,1,0,0,1
14757,2,4,0,5,2,0,1,0,4,9,14,0,0,0,1,1,0,0,0,1,0,0,0,0
14759,3,3,0,6,2,0,1,0,4,9,14,0,0,1,1,1,0,1,1,0,0,0,0,0
14761,2,4,0,5,1,1,1,0,5,9,3,0,0,0,0,1,0,0,0,0,1,0,0,1
14762,4,4,0,5,1,1,1,0,5,3,5,0,0,0,1,1,0,0,0,0,1,0,0,1
14764,3,3,0,3,1,1,1,0,4,5,14,0,0,0,1,0,0,0,0,0,1,0,0,1
14766,3,3,0,5,1,0,1,0,4,7,14,0,0,1,1,0,0,0,0,0,1,0,0,0
14767,2,3,0,5,2,1,0,0,4,9,14,1,1,1,1,0,0,0,1,1,1,0,0,1
14770,3,4,0,5,1,1,1,0,5,4,14,0,0,1,0,0,0,0,1,0,0,0,0,1
14775,3,3,0,5,1,1,1,0,4,9,14,0,0,1,0,0,0,0,0,0,1,0,0,1
14778,3,3,0,5,2,1,1,0,4,19,14,1,0,1,1,0,0,0,0,0,1,0,0,1
14782,3,3,0,6,2,1,0,0,4,3,14,0,0,0,1,1,0,0,0,0,1,0,0,0
14786,4,3,0,7,1,0,1,0,4,9,14,1,0,0,1,0,1,0,0,0,1,0,0,0
14788,3,4,0,5,1,1,1,0,5,3,5,1,0,0,0,1,0,0,1,0,1,0,0,1
14790,4,4,0,5,2,0,1,0,5,9,5,0,0,1,0,1,0,1,1,1,0,0,0,1
14793,3,3,0,7,1,1,1,0,4,7,14,1,1,1,1,1,1,1,1,0,1,1,0,1
14800,3,3,0,5,1,1,1,0,4,3,14,1,0,1,1,1,0,1,1,0,0,0,1,1
14801,3,3,0,5,1,0,1,0,4,9,14,0,0,0,1,0,0,0,0,0,1,0,0,1
14802,4,4,0,5,1,1,1,0,5,9,3,0,0,0,1,0,0,0,1,0,1,0,0,0
14804,4,3,0,5,1,0,1,0,4,2,14,1,0,0,0,1,0,0,0,0,1,0,0,0
14806,3,3,0,5,1,0,1,0,4,4,3,0,1,0,1,1,0,0,0,0,0,0,0,1
14807,4,3,0,5,1,0,1,0,2,10,14,1,0,1,0,0,0,0,0,0,1,0,0,0
14809,3,3,0,5,2,1,0,0,8,1,14,1,0,0,0,0,0,0,1,1,0,0,0,0
14810,3,3,0,5,2,0,1,0,5,2,14,1,0,0,1,0,0,0,0,0,0,1,0,0
14812,3,5,0,7,1,1,1,1,5,9,14,1,1,1,1,1,1,1,1,1,1,1,1,1
14813,3,4,0,5,1,1,1,0,5,3,12,1,0,0,0,0,0,0,1,0,0,0,0,1
14814,3,4,0,5,1,1,1,0,5,9,14,0,0,0,1,0,0,0,0,0,1,0,0,1
14819,4,4,0,7,1,1,0,0,5,3,14,0,0,1,1,0,0,0,0,0,1,0,0,0
14820,4,4,1,5,1,0,1,0,4,2,14,1,0,0,1,0,0,0,0,0,1,0,0,0
14821,4,3,0,5,1,1,0,0,4,4,14,0,0,0,0,1,0,0,0,0,1,0,0,1
14823,3,3,0,7,1,1,0,0,4,9,14,0,0,0,1,0,0,0,1,0,0,0,0,1
14825,3,3,0,5,1,1,0,0,4,2,9,1,0,1,1,1,0,1,1,0,1,0,0,1
14828,3,3,1,5,1,1,1,0,4,9,12,0,0,0,0,1,0,1,1,0,1,0,0,1
14831,3,4,1,5,1,1,1,0,5,10,12,0,0,1,1,1,0,1,1,1,1,0,0,1
14837,4,4,0,5,1,0,0,1,5,9,14,1,0,0,1,0,0,0,1,0,0,0,0,0
14838,3,3,0,5,1,0,1,0,4,9,14,0,0,0,1,1,0,0,1,0,0,0,0,0
14841,4,4,0,5,2,1,1,0,4,7,14,0,1,1,1,0,0,0,1,0,1,0,0,1
14843,3,4,0,5,1,1,1,0,5,4,5,1,0,0,1,0,0,0,0,0,0,0,0,1
14845,4,4,0,5,1,1,1,0,4,1,14,1,1,1,1,1,0,0,1,1,1,1,1,1
14846,3,4,0,5,1,1,1,0,4,3,12,0,0,1,0,1,0,0,1,0,1,0,0,1
14847,3,3,0,5,1,1,1,0,4,9,14,0,1,0,0,1,0,0,0,0,0,0,0,1
14853,3,3,0,5,1,0,1,0,4,9,12,1,0,0,1,0,0,0,0,0,1,0,0,0
14857,3,3,0,5,1,1,1,0,4,4,14,0,0,1,1,1,1,1,1,0,1,0,0,1
14860,3,4,0,5,1,1,1,0,5,9,14,1,0,1,1,1,0,1,1,1,1,0,0,0
14861,3,3,0,6,1,0,1,0,4,4,16,1,0,1,0,0,0,0,0,0,1,0,0,0
14862,3,3,0,5,1,1,1,0,4,7,14,0,0,1,0,0,0,0,1,0,1,0,0,0
14864,3,3,0,5,1,1,0,0,4,9,14,0,0,0,0,1,0,0,0,0,1,0,0,1
14866,3,3,0,5,2,0,1,0,4,6,14,0,0,1,1,1,1,0,1,1,1,1,1,1
14867,4,4,0,6,2,1,1,0,5,6,14,0,0,0,1,0,0,0,0,0,1,1,1,1
14869,3,4,0,7,1,0,1,0,8,11,14,1,0,0,1,1,0,0,0,0,0,0,0,0
14874,4,4,0,5,1,1,1,0,5,3,14,0,0,1,1,1,0,0,0,0,0,0,0,0
14875,3,3,0,5,2,0,1,0,5,11,2,0,0,0,1,0,0,0,0,0,1,0,0,1
14877,3,3,1,5,1,1,1,1,4,4,12,0,0,0,0,0,0,0,1,0,1,0,1,1
14878,3,4,0,7,1,1,1,0,5,9,14,0,1,1,1,1,1,0,0,0,1,0,1,1
14879,3,3,0,5,1,0,1,0,4,9,3,0,0,0,1,0,0,0,1,0,0,0,0,1
14882,3,4,0,5,1,1,1,0,5,8,10,0,0,0,1,0,0,0,0,1,1,0,0,0
14884,3,4,0,7,1,0,1,0,5,4,5,0,0,0,0,0,0,0,1,0,1,0,0,1
14887,3,4,0,5,1,1,1,0,5,4,20,1,0,0,0,1,0,0,0,0,0,0,0,1
14888,3,3,0,5,2,1,1,0,4,3,14,0,0,0,0,1,0,0,1,1,0,0,0,0
14889,3,3,0,5,1,1,0,0,4,6,14,0,0,1,0,1,0,0,0,0,0,0,1,0
14893,3,4,0,7,2,1,0,0,5,8,2,0,0,0,1,1,0,0,0,0,0,0,0,1
14900,4,3,0,5,2,0,1,0,5,4,14,0,0,0,0,0,0,0,0,1,1,0,0,1
14902,3,3,0,5,1,1,1,0,4,9,14,0,0,1,0,0,0,0,1,1,1,0,0,1
14903,3,3,0,5,2,1,1,0,4,3,15,1,1,1,1,1,1,1,0,0,0,0,1,1
14905,4,4,0,5,1,1,1,0,4,3,2,0,0,0,0,1,0,0,0,0,0,0,0,1
14906,5,4,0,5,2,0,1,0,4,17,14,0,0,0,0,0,0,0,0,0,1,0,0,1
14908,3,4,1,7,1,1,1,1,5,9,13,0,0,0,1,1,0,0,1,0,1,0,0,0
14909,4,3,0,5,1,1,1,0,4,9,3,0,1,1,1,0,0,0,1,0,1,0,0,1
14910,3,3,0,5,1,0,1,0,4,9,5,0,0,0,1,0,0,0,1,0,0,0,0,1
14912,3,3,0,5,1,1,1,0,4,9,5,1,0,0,1,1,0,0,0,0,0,0,0,0
14913,5,5,0,7,1,1,0,0,5,3,8,0,0,0,1,1,0,0,0,0,0,0,1,1
14918,3,4,0,7,1,1,0,0,5,9,14,1,0,0,1,1,0,0,0,0,0,0,0,0
14920,5,4,0,5,1,0,1,0,5,3,1,1,0,0,1,1,0,0,0,0,0,0,0,0
14922,3,3,0,5,1,1,1,0,4,19,14,1,0,1,0,0,0,0,1,0,0,0,0,0
14923,4,4,0,5,1,0,1,0,6,3,8,0,0,1,0,0,0,0,0,0,1,0,0,1
14925,3,3,0,3,1,0,1,0,4,7,4,1,1,1,0,0,0,0,1,1,1,0,0,1
14926,3,4,0,5,1,1,1,0,5,7,8,1,1,1,0,0,0,0,1,0,0,0,0,0
14929,3,4,0,5,1,1,1,0,4,10,14,0,0,0,1,0,0,0,0,0,1,0,0,1
14931,3,4,0,5,1,1,0,0,4,5,14,0,0,0,0,1,0,0,1,0,0,0,0,1
14932,3,4,0,5,1,1,0,0,5,3,14,0,0,1,0,0,0,0,1,0,1,0,0,1
14934,3,3,1,5,1,1,0,0,4,7,14,0,1,1,1,0,0,0,1,0,1,0,0,0
14937,4,4,0,5,2,1,0,0,5,9,14,0,0,0,0,1,0,0,1,0,1,0,0,0
14940,4,4,0,7,1,1,1,0,5,3,14,1,0,0,0,0,0,0,1,0,0,0,0,1
14941,3,4,0,5,1,1,0,0,4,10,14,1,1,0,0,0,0,0,1,0,0,0,0,0
14943,3,5,0,7,1,1,0,0,7,11,14,1,0,0,1,1,0,1,1,1,0,0,0,1
14945,4,3,0,5,1,0,1,0,2,4,14,1,0,1,1,0,0,0,1,1,1,0,0,1
14947,3,4,0,7,1,1,1,0,5,3,13,0,1,1,1,1,1,1,1,1,1,0,0,1
14948,3,3,0,5,1,1,1,0,4,5,14,0,0,0,0,0,0,0,1,0,1,0,0,1
14950,3,4,0,5,1,1,0,0,5,4,14,0,0,0,1,1,0,0,0,0,1,0,0,0
14952,4,4,0,5,1,1,1,1,5,3,5,0,0,1,1,0,0,0,0,0,0,0,0,1
14955,4,3,0,5,1,1,1,0,5,3,14,0,0,0,0,0,0,0,1,1,1,0,0,1
14956,3,3,0,5,1,0,1,0,4,9,14,1,0,0,1,0,0,0,0,0,0,0,0,1
14957,3,3,0,5,1,1,1,0,4,4,14,0,0,1,0,0,0,0,1,0,1,0,0,0
14958,4,4,0,7,1,1,1,0,5,4,14,0,1,0,1,0,0,0,0,0,0,0,0,1
14960,3,5,1,7,1,1,1,0,6,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0
14961,4,4,0,7,1,1,0,0,4,9,14,0,0,1,0,0,0,0,1,0,0,0,1,1
14962,3,3,0,5,1,0,1,0,4,4,4,0,0,0,0,1,0,0,0,0,1,0,0,1
14963,3,4,1,7,1,1,0,0,5,3,5,0,0,0,0,0,0,0,1,0,1,0,0,1
14964,3,3,0,5,1,1,1,0,4,9,14,0,1,1,0,1,0,0,1,1,0,0,0,1
14965,3,4,0,7,1,1,1,0,5,7,14,0,0,1,1,0,0,0,0,0,1,0,1,0
14968,4,4,0,5,2,0,1,0,5,3,14,1,1,0,1,1,0,0,1,1,0,0,0,1
14971,5,4,0,5,1,0,1,0,4,10,3,0,0,0,0,0,0,0,1,0,1,0,0,1
14972,1,4,0,6,1,0,1,1,5,1,14,1,0,1,0,1,0,0,0,0,1,0,0,1
14975,3,5,0,5,1,1,0,0,6,3,14,0,0,0,1,1,0,0,1,0,0,0,0,0
14980,2,3,0,5,2,0,1,0,4,10,14,1,0,0,0,1,0,0,1,0,0,0,0,0
14981,4,3,0,3,1,0,0,0,4,13,14,1,1,1,1,1,1,0,1,0,1,0,0,1
14982,3,3,1,5,1,1,1,0,4,10,14,0,0,1,0,0,0,0,1,1,0,0,0,0
14984,3,3,0,5,1,0,1,0,2,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14985,4,4,0,5,1,0,1,0,5,4,12,1,0,0,1,1,0,0,0,0,1,0,0,1
